City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
432,Nicoya,CR,10.15,-85.45,77.0,100,90,10.29
433,Natal,BR,-5.79,-35.21,80.6,78,40,10.29
434,Jega,NG,12.22,4.38,80.13,28,44,8.32
435,Staryy Nadym,RU,65.61,72.68,25.38,98,100,12.71
436,Karratha,AU,-20.74,116.85,77.41,59,0,7.07
437,Mineiros,BR,-17.57,-52.55,72.95,48,76,4.32
438,Keti Bandar,PK,24.14,67.45,77.14,58,0,10.83
439,Tatsuno,JP,34.87,134.55,52.0,80,40,4.7
440,Gayeri,BF,12.65,0.49,81.9,29,17,7.07
441,Ihosy,MG,-22.4,46.12,64.74,80,49,7.63
442,Khani,GE,41.96,42.96,53.6,93,0,4.7
443,Belmonte,BR,-15.86,-38.88,68.0,94,75,5.82
444,Raudeberg,NO,61.99,5.14,44.01,88,68,32.44
445,Guerrero Negro,MX,27.98,-114.06,76.03,54,1,15.82
446,Lagoa,PT,39.05,-27.98,61.68,73,25,20.78
447,Westport,US,41.14,-73.36,46.4,42,1,9.17
448,Moron,AR,-34.65,-58.62,68.0,66,29,5.01
449,Semirom,IR,31.42,51.57,30.99,83,0,1.21
450,Hirara,JP,24.8,125.28,71.6,64,20,19.46
451,Ahipara,NZ,-35.17,173.17,68.58,73,100,14.47
452,Rio Gallegos,AR,-51.62,-69.22,48.2,81,40,13.87
453,Russell,US,32.35,-85.2,68.0,45,1,2.48
454,Oranjemund,NA,-28.55,16.43,60.48,90,12,3.38
455,Sembe,CG,1.65,14.58,72.82,90,92,0.2
456,Nata,PA,8.33,-80.52,75.2,100,90,13.87
457,Ambulu,ID,-8.35,113.61,76.3,73,79,2.06
458,Rusape,ZW,-18.53,32.13,62.02,79,32,3.09
459,Siocon,PH,7.71,122.14,79.93,82,100,3.47
460,Orichi,RU,58.4,49.06,31.77,97,2,8.66
461,Dahanu,IN,19.97,72.73,77.32,55,0,7.29
462,Padang,ID,-0.95,100.35,76.08,78,100,7.81
463,Nador,MA,35.17,-2.93,66.2,72,75,5.82
464,Sukumo,JP,32.93,132.73,49.86,61,0,9.1
465,Harboore,DK,56.62,8.18,45.0,91,100,1.01
466,Horsham,GB,51.06,-0.33,42.01,86,0,4.7
467,Bodmin,GB,50.47,-4.72,46.4,81,40,6.93
468,Pangnirtung,CA,66.15,-65.71,28.4,46,90,11.41
469,Salinas,US,36.68,-121.66,73.99,46,1,6.93
470,Waingapu,ID,-9.66,120.26,81.79,77,91,8.05
471,Yashalta,RU,46.34,42.28,51.48,78,20,7.45
472,Amalapuram,IN,16.58,82.02,75.54,88,7,3.62
473,Comodoro Rivadavia,AR,-45.87,-67.5,60.8,67,0,14.99
474,Coos Bay,US,43.37,-124.22,63.0,93,90,14.99
475,Asosa,ET,10.07,34.53,64.49,82,32,4.5
476,Yulara,AU,-25.24,130.99,84.2,32,47,8.05
477,Harper,LR,4.38,-7.72,78.85,87,10,9.62
478,Namibe,AO,-15.2,12.15,69.3,67,0,10.87
479,Asyut,EG,27.18,31.18,75.2,47,0,9.17
480,Paray-Le-Monial,FR,46.45,4.12,44.6,93,0,2.24
481,Along,IN,28.17,94.77,64.49,89,50,0.69
482,Tacuati,PY,-23.45,-56.58,74.82,50,30,3.0
483,Spearfish,US,44.49,-103.86,71.6,14,1,5.82
484,Mount Isa,AU,-20.73,139.5,89.6,31,10,5.82
485,Cikarang,ID,-6.26,107.15,78.01,88,20,3.36
486,Zyryanka,RU,65.75,150.85,-4.54,87,100,12.33
487,Den Helder,NL,52.96,4.76,48.99,76,40,14.99
488,Bodden Town,KY,19.28,-81.25,81.0,94,40,10.29
489,Oktyabrskoye,RU,43.06,44.74,42.01,93,38,6.71
490,Patos De Minas,BR,-18.58,-46.52,65.88,85,13,3.36
491,Walvis Bay,NA,-22.96,14.51,57.99,87,7,1.12
492,Mount Pleasant,US,32.79,-79.86,61.0,54,1,3.71
493,Rivera,UY,-30.91,-55.55,60.13,79,29,10.71
494,Manaquiri,BR,-3.32,-60.35,89.6,66,20,2.24
495,Sabha,LY,27.04,14.43,64.67,45,1,8.66
496,Miles City,US,46.41,-105.84,75.2,14,1,13.87
497,Funadhoo,MV,6.15,73.27,81.86,66,0,2.95
498,Luangwa,ZM,-15.62,30.42,80.74,52,41,3.13
499,Les Cayes,HT,18.2,-73.75,76.44,92,100,11.92
500,Sivas,TR,39.79,37.0,42.8,93,75,8.05
501,Csakvar,HU,47.39,18.46,53.01,93,56,4.09
502,Sao Joao Da Barra,BR,-21.64,-41.05,70.32,72,12,13.38
503,Tsiroanomandidy,MG,-18.77,46.03,72.63,54,74,0.98
504,Mgachi,RU,51.05,142.27,28.13,93,100,12.91
505,Port Hardy,CA,50.7,-127.42,53.6,81,90,14.99
506,Lubango,AO,-14.92,13.49,63.52,45,0,2.51
507,Coxim,BR,-18.51,-54.76,78.98,43,34,5.55
508,Ishigaki,JP,24.34,124.16,71.6,68,75,25.28
509,Tallahassee,US,30.44,-84.28,69.8,22,20,5.82
510,Kitui,KE,-1.37,38.01,65.57,94,85,5.66
511,Zarkos,GR,39.62,22.13,55.99,100,75,1.21
512,Peterhead,GB,57.51,-1.8,46.99,70,1,14.99
513,Diu,IN,20.71,70.98,77.83,51,0,6.62
514,Paamiut,GL,61.99,-49.67,33.48,93,100,29.33
515,Van Buren,US,35.44,-94.35,75.2,27,1,9.17
516,Kingsville,US,27.52,-97.86,78.8,39,40,8.05
517,Ulaanbaatar,MN,47.91,106.88,5.0,84,0,4.47
518,Saulkrasti,LV,57.26,24.41,44.6,93,0,6.93
519,Dunedin,NZ,-45.87,170.5,55.99,84,0,13.0
520,Matagami,CA,49.75,-77.63,23.0,92,90,4.7
521,Uravakonda,IN,14.95,77.27,73.49,82,28,4.83
522,Garmsar,IR,35.22,52.34,56.08,36,0,2.35
523,Karachev,RU,53.12,34.99,46.67,87,98,4.76
524,Thinadhoo,MV,0.53,72.93,82.81,71,100,5.99
525,Uvinza,TZ,-5.1,30.39,73.36,62,78,1.72
526,Winnemucca,US,40.97,-117.74,75.2,8,1,13.87
527,Sur,OM,22.57,59.53,69.26,47,0,5.86
528,Saint-Francois,FR,46.42,3.91,44.6,93,0,2.24
529,Hambantota,LK,6.12,81.12,75.2,100,90,3.36
530,Kashin,RU,57.36,37.61,46.09,80,96,13.18
531,Longonjo,AO,-12.91,15.25,64.83,83,78,2.35
532,Illapel,CL,-31.63,-71.17,62.26,59,0,4.74
533,Havelock,US,34.88,-76.9,57.0,50,1,5.82
534,Mikhaylovka,RU,50.06,43.24,44.89,75,55,5.77
535,Chadiza,ZM,-14.07,32.44,71.42,52,5,4.61
536,Boa Vista,BR,2.82,-60.67,89.6,52,20,5.82
537,Vilyuysk,RU,63.76,121.62,5.76,95,100,3.06
538,Mehamn,NO,71.04,27.85,42.8,70,40,20.8
539,Grajewo,PL,53.65,22.46,44.46,90,1,3.33
540,Vyara,IN,21.12,73.4,73.02,47,1,4.92
541,Morshansk,RU,53.44,41.81,41.97,91,0,1.5
542,San Joaquin,US,37.93,-121.3,80.6,21,1,6.93
543,Port Lincoln,AU,-34.73,135.87,58.37,73,100,12.46
544,Multan,PK,30.2,71.48,64.4,63,0,2.24
545,Morondava,MG,-20.28,44.28,75.74,80,27,2.86
546,Atambua,ID,-9.11,124.89,80.71,67,86,1.66
547,Tumbagaan,PH,5.37,120.31,81.54,80,100,6.42
548,Sola,VU,-13.88,167.55,81.63,76,87,9.69
549,Jinchang,CN,38.5,102.17,35.65,66,4,1.79
550,Manzanillo,CU,20.34,-77.12,75.65,90,100,15.1
551,Nakhon Thai,TH,17.1,100.84,71.98,87,40,2.59
552,Kano,NG,12.0,8.52,64.4,77,77,3.36
553,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,78.24,79,1,11.41
554,Zunyi,CN,27.69,106.91,49.62,70,100,2.1
555,Mabaruma,GY,8.2,-59.78,74.97,97,99,4.21
556,Mitsamiouli,KM,-11.38,43.28,76.77,76,3,8.97
557,Chubbuck,US,42.92,-112.47,70.0,18,1,3.44
558,Ola,RU,59.58,151.28,35.33,91,100,32.1
559,Corpus Christi,US,27.8,-97.4,73.4,56,20,14.99
560,Chardara,KZ,41.25,67.97,47.05,51,0,7.16
561,Nicolas De Pierola,PE,-11.95,-76.7,68.0,64,0,12.75
562,Ler,SS,8.3,30.14,76.53,74,6,3.15
563,Kautokeino,NO,69.01,23.04,33.66,87,9,13.06
564,Smithers,CA,54.78,-127.17,48.2,81,75,6.93
565,Falmouth,GB,50.15,-5.07,46.4,87,4,4.7
566,Singkawang,ID,0.9,109.0,76.95,88,100,1.66
567,Ambon,ID,-3.7,128.18,82.0,94,100,14.65
568,Sept-Iles,CA,50.2,-66.38,24.8,53,41,13.87
569,Oborniki,PL,52.65,16.81,50.0,93,20,1.12
570,Macamic,CA,48.75,-79.0,23.0,92,90,4.7
571,Acari,PE,-15.43,-74.62,66.42,69,53,4.72
572,Martin,US,27.08,-80.42,75.2,50,75,14.99
573,Chapais,CA,49.78,-74.85,19.4,85,90,5.82
574,Nyurba,RU,63.28,118.33,7.99,96,81,4.81
575,Mouila,GA,-1.87,11.06,74.39,95,100,1.41
576,Saint-Pierre,RE,-21.34,55.48,69.8,60,0,5.82
577,Bamboo,JM,18.39,-77.26,75.99,97,100,7.78
578,Nyirtelek,HU,48.02,21.63,51.8,100,90,3.36
579,Bucerias,MX,20.75,-105.33,87.8,40,5,10.29
580,Lyubim,RU,58.36,40.68,44.51,86,100,9.66
581,Brae,GB,60.4,-1.35,44.6,87,96,14.99
582,Hami,CN,42.8,93.45,34.61,78,16,2.8
583,Bongandanga,CD,1.5,21.05,72.27,97,96,0.69
584,Coruripe,BR,-10.13,-36.18,78.04,82,96,11.92
585,Yantzaza,EC,-3.83,-78.76,72.5,80,62,0.74
586,Dasoguz,TM,41.84,59.97,48.2,31,0,11.41
587,Msanga,TZ,-6.05,36.03,65.93,81,39,7.67
588,Port Macquarie,AU,-31.43,152.92,73.0,55,0,1.01
589,Aitape,PG,-3.14,142.35,84.2,74,100,4.65
590,Mazyr,BY,52.05,29.25,40.5,94,0,5.23
591,Bac Lieu,VN,9.29,105.72,77.72,88,45,3.78
592,Nemuro,JP,43.32,145.57,41.58,67,61,22.62
593,Lasa,IT,46.62,10.7,51.01,93,75,2.24
594,Umm Lajj,SA,25.02,37.27,78.01,56,0,9.1
595,Launceston,AU,-41.45,147.17,62.6,88,75,18.34
596,Banawang,PH,14.61,120.39,77.0,88,75,2.24
597,Skaerbaek,DK,55.16,8.77,48.2,76,72,33.33
598,Poso,ID,-1.4,120.75,81.0,68,60,3.42
599,Morozovsk,RU,48.35,41.83,48.56,87,14,4.61
600,Bathsheba,BB,13.22,-59.52,80.6,69,20,17.22
601,Izvoru Barzii,RO,44.71,22.67,57.56,81,99,3.02
602,Kunzell,DE,50.54,9.72,46.99,92,97,1.01
603,Arman,RU,59.7,150.17,34.52,91,100,25.39
604,Gribanovskiy,RU,51.46,41.98,43.61,90,1,2.75
605,Norrtalje,SE,59.76,18.7,48.0,85,0,14.0
606,Aksu,CN,41.12,80.26,36.82,71,0,1.01
607,Ibra,OM,22.69,58.53,58.57,53,0,3.42
608,Araguaina,BR,-7.19,-48.21,75.4,87,100,4.63
609,Charters Towers,AU,-20.1,146.27,77.99,51,38,9.71
610,Astoria,US,46.19,-123.83,57.99,93,90,18.34
611,Xai-Xai,MZ,-25.05,33.64,72.03,71,8,9.08
612,Langsa,ID,4.47,97.97,73.38,96,100,3.09
613,Kainantu,PG,-6.29,145.87,70.63,76,97,0.6
614,Sambava,MG,-14.27,50.17,72.55,84,93,11.41
615,Tura,IN,25.52,90.22,64.94,72,0,0.58
616,Boditi,ET,6.97,37.87,54.03,42,14,5.08
617,Poyarkovo,RU,49.6,128.68,15.26,92,0,8.61
618,Hachinohe,JP,40.5,141.5,39.2,66,75,16.11
619,Gboko,NG,7.32,9.0,79.45,63,100,6.33
620,Ballina,AU,-28.87,153.57,73.0,60,40,11.41
621,Vostok,RU,46.49,135.88,11.55,91,100,11.43
622,Salekhard,RU,66.53,66.6,27.39,98,100,7.29
623,Sicuani,PE,-14.27,-71.23,55.9,54,99,5.77
624,Vanimo,PG,-2.67,141.3,82.45,76,100,7.16
625,Yumen,CN,40.28,97.2,34.97,69,29,10.45
626,Taft,IR,31.75,54.21,57.2,20,0,4.7
627,Vermillion,US,42.78,-96.93,80.6,22,1,3.36
628,Sovetskiy,RU,61.36,63.58,35.11,84,100,12.77
629,Iqaluit,CA,63.75,-68.51,14.0,78,75,13.87
630,Riyadh,SA,24.69,46.72,64.4,39,0,4.79
631,Fort Frances,CA,48.6,-93.4,68.0,24,1,5.82
632,Berlevag,NO,70.86,29.09,42.8,70,40,20.8
633,Khorixas,NA,-20.37,14.97,65.79,37,38,7.47
634,Bajil,YE,15.06,43.29,78.8,61,0,3.71
635,Thunder Bay,CA,48.4,-89.32,46.4,70,20,9.17
636,Baiyin,CN,36.56,104.21,42.01,63,0,8.95
637,Tefe,BR,-3.35,-64.71,80.6,78,40,2.24
638,Hikari,JP,33.95,131.95,44.6,70,20,5.82
639,Carmen,MX,18.63,-91.83,80.6,65,75,18.34
640,Nogliki,RU,51.83,143.17,25.79,90,81,14.67
641,Itaituba,BR,-4.28,-55.98,79.77,79,94,3.89
642,Arkhangelsk,RU,64.54,40.54,48.2,87,90,11.18
643,Poum,NC,-20.23,164.02,77.41,78,100,7.11
644,Wagar,SD,16.15,36.2,77.85,62,0,14.65
645,Deputatskiy,RU,69.3,139.9,-13.72,86,0,1.3
646,Tuy Hoa,VN,13.08,109.3,74.44,87,100,7.31
647,Selikhino,RU,50.37,137.5,24.78,89,99,12.77
648,Puerto Escondido,MX,15.85,-97.07,86.0,62,20,8.05
649,Atkarsk,RU,51.87,45.01,45.68,72,100,6.62
650,Tabuk,PH,17.42,121.44,73.31,89,95,6.46
651,Praia,CV,14.92,-23.51,77.0,78,0,13.87
652,Shitanjing,CN,39.23,106.34,39.88,57,0,9.17
653,Lethem,GY,3.38,-59.8,83.16,65,56,6.42
654,Tazovskiy,RU,67.47,78.7,9.34,96,100,4.59
655,Kampong Chhnang,KH,12.17,104.55,73.96,84,56,1.88
656,Nuuk,GL,64.18,-51.72,33.8,93,99,57.49
657,Antofagasta,CL,-23.65,-70.4,60.8,77,75,14.99
658,La Palma,US,33.85,-118.05,80.6,36,40,4.7
659,Urzhum,RU,57.11,50.0,32.38,95,12,7.43
660,Quesnel,CA,53.0,-122.5,48.2,76,90,9.17
661,General Pico,AR,-35.66,-63.76,73.49,46,19,12.12
662,Akcaabat,TR,41.02,39.57,62.6,82,75,4.7
663,Los Andes,CL,-32.83,-70.6,82.4,20,0,16.11
664,Murzzuschlag,AT,47.6,15.68,59.0,62,100,1.01
665,Wageningen,NL,51.97,5.67,46.0,93,8,10.29
666,Turangi,NZ,-39.0,175.93,60.35,75,100,2.84
667,Anastacio,BR,-20.48,-55.81,77.11,45,27,3.33
668,Manono,CD,-7.3,27.42,71.91,83,98,0.96
669,Sorong,ID,-0.88,131.25,79.63,82,100,9.15
670,Adeje,ES,28.12,-16.73,71.6,73,20,24.16
671,Gualeguay,AR,-33.14,-59.31,63.28,76,1,8.55
672,Amurzet,RU,47.7,131.1,22.42,79,62,11.3
673,Aleksandrov Gay,RU,50.15,48.57,48.7,50,99,9.24
674,Tomatlan,MX,19.93,-105.25,84.15,49,27,4.43
675,Porbandar,IN,21.64,69.61,78.89,43,0,6.64
676,Micheweni,TZ,-4.97,39.83,77.18,81,0,9.19
677,Alice Springs,AU,-23.7,133.88,78.8,13,0,7.72
678,Road Town,VG,18.42,-64.62,82.0,74,20,5.82
679,Talaya,RU,61.38,152.75,11.37,93,100,8.95
680,Denpasar,ID,-8.65,115.22,78.48,76,24,3.06
681,Salta,AR,-24.79,-65.41,82.4,24,0,5.82
682,Adrar,MR,20.5,-10.07,80.74,17,0,9.04
683,Palu,ID,-0.89,119.87,78.67,72,93,1.99
684,Lich,DE,50.52,8.82,46.99,85,66,1.01
685,Newport,GB,51.59,-3.0,41.0,94,26,4.21
